matchId,blueTeamDragonKills,blueTeamFirstBlood,redTeamDragonKills,blueTeamControlWardsPlaced_diff,blueTeamWardsPlaced_diff,blueTeamTotalKills_diff,blueTeamHeraldKills_diff,blueTeamTowersDestroyed_diff,blueTeamInhibitorsDestroyed_diff,blueTeamTurretPlatesDestroyed_diff,blueTeamMinionsKilled_diff,blueTeamJungleMinions_diff,blueTeamTotalGold_diff,blueTeamXp_diff,blueTeamTotalDamageToChamps_diff,blueWin
EUW1_6882489515,2,0,0,-4,-11,-12,0,-2,0,-6,-12,12,-5714,-2815,-5397,1
EUW1_6882416210,1,0,0,-4,20,-5,0,0,0,-6,-25,22,-1118,210,-768,0
EUW1_6881092720,0,0,1,-1,-222,-5,0,-2,0,-8,-9,12,-2384,37,-4945,0
EUW1_6879405717,0,1,1,3,5,-2,1,1,0,-4,-23,-3,2176,-603,3109,0
EUW1_6879389461,1,0,1,-4,4,4,1,0,0,-2,-12,4,1720,1591,7431,1
EUW1_6879371828,0,0,2,1,-9,-12,-1,-3,0,-13,12,10,-4357,-3550,-8553,0
EUW1_6878383684,2,0,0,0,-106,6,0,0,0,-5,-72,0,-867,744,-306,1
EUW1_6878298308,1,1,0,0,7,6,0,0,0,-6,33,4,3729,1870,30,1
EUW1_6878182424,0,1,1,0,7,-4,0,1,0,-5,6,0,869,345,6062,1
EUW1_6878139143,0,0,1,-3,6,-1,1,0,0,-7,-67,8,-586,-1124,-5197,0
EUW1_6878103014,0,1,2,-2,-5,-1,-1,1,0,2,-18,17,295,-1467,7301,1
EUW1_6878057215,0,0,2,-3,-8,-4,0,-1,0,-7,-110,-9,-5305,-2939,-10425,0
EUW1_6878033584,0,0,2,-2,-5,-7,0,-1,0,-10,5,-21,-4224,377,-771,0
EUW1_6878003846,2,0,0,2,3,6,0,-1,0,-5,39,22,4877,5348,7594,1
EUW1_6877975035,1,1,1,1,2,1,1,0,0,-2,11,29,2116,3463,-499,1
EUW1_6875344552,0,0,2,2,-5,-19,0,-2,0,-8,-30,-26,-7743,-5640,-11490,0
EUW1_6875306770,0,1,2,-4,-1,-9,0,-1,0,-7,10,-18,-3948,-3772,-8293,0
EUW1_6875259973,1,1,0,-2,20,6,0,-1,0,-2,-5,-27,262,-394,11648,0
EUW1_6875217596,1,1,1,-1,8,4,1,1,0,-3,45,20,4129,3912,9783,1
EUW1_6875197822,0,1,2,2,6,-3,0,1,0,-3,9,5,531,421,-3739,0
EUW1_6879360874,0,0,2,-4,-5,-11,0,-1,0,-9,-5,12,-2235,-2392,-10214,0
EUW1_6869300631,2,1,0,-1,239,-4,0,0,0,-7,6,8,-1749,-1229,-8343,0
EUW1_6869276441,0,0,2,0,-4,-9,0,0,0,-6,28,11,-2370,-1026,-3414,0
EUW1_6869246594,0,0,1,1,-71,-9,0,0,0,-5,46,-6,-830,766,-15072,0
EUW1_6829920333,0,1,0,1,1,17,0,-1,0,-3,66,24,9447,5610,23389,1
EUW1_6882482484,2,1,0,0,-8,7,0,2,0,-1,42,-13,4737,2565,1290,1
EUW1_6882456043,2,1,0,-4,-12,18,1,2,0,-2,63,-13,9227,5747,11697,1
EUW1_6882436994,0,1,2,6,-122,3,0,-1,0,-1,58,5,2410,1572,-2460,1
EUW1_6882425551,1,1,0,0,-244,14,1,-1,0,-4,39,29,6768,6977,13180,1
EUW1_6880935420,0,1,1,1,-17,5,0,3,0,2,111,18,6960,4816,11757,1
EUW1_6880909380,2,1,0,2,-13,8,0,1,0,-5,4,-8,3792,1553,7712,1
EUW1_6880890229,0,0,2,-3,-3,5,0,-3,0,-13,-10,-16,-1595,68,2661,0
EUW1_6879474161,0,0,2,1,-7,-11,0,-3,0,-11,-46,-17,-7459,-3021,-5349,0
EUW1_6879450066,1,0,1,1,19,7,0,1,0,-4,66,-7,4715,2378,5480,1
EUW1_6879424931,0,1,2,3,-36,2,0,1,0,-3,-8,-2,1916,-466,912,0
EUW1_6879325614,1,0,1,2,15,-5,0,-1,0,-11,48,0,-1192,-547,776,0
EUW1_6879310911,0,0,1,2,-8,-13,0,-3,0,-16,-32,-21,-8182,-4543,-13596,0
EUW1_6878006751,0,0,2,3,-4,-5,0,0,0,-7,-43,4,-3435,-3369,-6772,0
EUW1_6877969177,0,0,2,1,10,0,1,1,0,2,43,4,2735,1018,8953,0
EUW1_6877956644,1,1,1,-1,-5,-2,0,1,0,-7,12,28,2542,442,-3258,1
EUW1_6877891153,1,0,1,0,-7,-6,0,1,0,-6,-21,-9,-2580,-2499,-9795,0
EUW1_6877879899,0,1,1,3,-4,1,1,0,0,1,38,24,1418,129,2713,0
EUW1_6877867925,0,0,2,-3,-8,-12,0,-2,0,-8,-36,-9,-7170,-3323,-9698,0
EUW1_6877850091,0,1,1,-4,108,5,0,0,0,-10,15,5,1494,1845,3176,1
EUW1_6879349198,2,0,0,1,-310,5,1,-3,0,-17,-67,-7,-1284,852,-960,0
EUW1_6872767863,2,1,0,1,-5,-14,0,-1,0,-6,28,-13,-5559,-4224,-2880,0
EUW1_6872712198,2,0,0,1,-66,2,0,1,0,-3,45,37,1863,1443,-2955,1
EUW1_6872638403,1,0,0,-5,50,-2,0,0,0,-5,-39,16,-65,-172,979,1
EUW1_6872613273,1,1,0,4,5,7,0,1,0,-2,9,-32,4597,3188,11236,1
EUW1_6870154666,2,1,0,4,7,8,0,1,0,7,97,-4,8888,6500,18997,1
EUW1_6869224469,0,1,2,-5,0,-4,0,-1,0,-3,91,-1,-166,694,-8819,1
EUW1_6869187175,1,1,1,4,-22,2,1,0,0,-6,5,-28,-139,883,-1210,1
EUW1_6869159452,1,1,1,6,-34,11,0,1,0,-1,16,24,5582,2284,12044,1
EUW1_6867771512,2,1,0,-5,2,5,0,1,0,6,48,-6,4201,1220,-1916,1
EUW1_6867736241,1,1,0,-1,0,-1,0,-1,0,-2,25,46,1003,958,-5271,1
EUW1_6867728692,2,1,0,1,8,8,0,1,0,-1,-29,16,4061,3903,8934,1
EUW1_6867706172,2,1,0,0,-3,4,-1,0,0,-2,91,16,3261,3296,14556,1
EUW1_6867692806,0,0,2,-1,117,-1,0,0,0,-4,-2,-7,342,-319,-2283,0
EUW1_6867677699,1,1,1,-1,3,13,0,0,0,-3,-27,-7,6526,1019,4742,1
EUW1_6867663986,2,1,0,-1,-1,7,0,2,0,3,106,0,6234,3755,7078,1
EUW1_6867658653,1,0,1,-2,0,7,1,0,0,-3,62,21,7722,5614,4519,1
EUW1_6866602810,2,0,0,2,5,11,0,1,0,1,54,39,6951,5399,444,1
EUW1_6883322609,2,1,0,4,-3,12,0,2,0,2,71,13,8121,5403,13107,1
EUW1_6883246513,1,1,1,2,-2,5,0,-1,0,-2,33,22,2084,656,9701,0
EUW1_6883171691,0,0,1,1,-3,8,1,0,0,-3,-13,-4,3586,2526,7595,1
EUW1_6882840815,0,0,2,-5,-6,-1,0,0,0,-8,34,-8,367,-10,1643,0
EUW1_6882786083,2,1,0,-1,-28,9,1,0,0,-3,-9,16,4444,1829,7964,1
EUW1_6881799024,1,1,0,2,24,9,0,0,0,-1,-17,28,7106,6421,4655,1
EUW1_6881697918,2,0,0,-1,9,-2,0,0,0,-5,-13,13,-1763,-11,2379,0
EUW1_6879962130,0,0,2,4,200,-5,0,0,0,-5,-8,-1,-708,-1362,10056,0
EUW1_6879899279,1,0,0,3,15,4,0,1,0,-1,11,-4,2282,2045,9694,1
EUW1_6879616200,1,1,0,-5,-3,9,0,-2,0,-6,17,3,5150,2657,7863,0
EUW1_6879474038,1,1,1,2,3,-4,0,0,0,-6,-27,10,-1353,-1364,-11679,1
EUW1_6879440356,0,1,1,3,-9,5,0,1,0,0,41,35,4018,3511,9789,1
EUW1_6879427639,1,1,1,-5,109,-4,0,-1,0,-6,-42,14,-1751,-439,-5612,0
EUW1_6879399367,0,1,1,-2,4,-3,0,0,0,2,73,5,1058,-622,8829,1
EUW1_6878860917,1,1,1,4,17,11,0,-2,0,-5,-27,-18,2552,1967,4034,1
EUW1_6878800720,2,1,0,2,3,2,0,1,0,-4,21,20,3091,3125,4747,1
EUW1_6878753644,0,0,2,1,-10,1,1,0,0,-4,-3,-32,341,1328,824,1
EUW1_6878702910,2,0,0,0,3,-2,-1,-1,0,-8,-31,8,-1801,-2563,-4532,0
EUW1_6878658793,1,0,0,3,15,-7,0,-1,0,-7,-36,21,-2664,-2493,-2858,0
EUW1_6881065995,1,0,0,-1,5,4,0,0,0,-3,-52,0,-408,280,-4316,0
EUW1_6881016403,0,0,2,-4,-4,-7,0,-3,0,-11,-36,-21,-4757,-2236,-4617,0
EUW1_6880972212,0,0,1,-2,16,-1,0,0,0,-5,37,-12,1806,466,5942,1
EUW1_6880905919,1,1,0,-4,-12,3,0,-1,0,-6,1,15,1852,1895,3302,0
EUW1_6880887817,0,0,2,0,-3,-6,0,-3,0,-15,-47,-8,-6662,-6285,-9931,0
EUW1_6880876517,0,1,2,-5,-54,-1,-1,0,0,-5,-11,-9,-671,-472,727,0
EUW1_6880857669,0,1,2,0,2,12,0,0,0,-3,-58,-42,3774,578,4157,0
EUW1_6879724981,1,1,0,4,8,0,0,-2,0,-9,-19,30,-1429,-895,-865,1
EUW1_6879641249,1,0,0,-1,-14,-1,0,-1,0,-5,-5,1,-246,-338,1090,0
EUW1_6879605389,1,0,1,0,1,0,0,-4,0,-12,-38,-12,-2691,-493,-3950,0
EUW1_6879548140,0,0,2,-3,4,-4,0,0,0,-6,-7,-21,-2440,-2343,-7898,0
EUW1_6879516026,1,1,0,5,4,1,0,1,0,2,14,0,3436,2050,-4468,1
EUW1_6879477830,1,1,0,0,15,0,0,-1,0,-14,-13,-6,-2264,-1172,505,0
EUW1_6879416454,0,1,1,2,4,-7,0,0,0,-10,-58,16,-4683,-3633,-8548,0
EUW1_6879395202,1,1,0,-3,15,10,0,2,0,8,58,11,7185,5175,9386,1
EUW1_6878727750,1,1,1,1,-6,-3,0,-1,0,-11,2,-7,-1445,-1702,-4283,0
EUW1_6878668033,0,1,1,2,0,4,0,0,0,-7,-4,30,989,260,2332,1
EUW1_6878594652,0,0,2,-1,7,-6,1,0,0,-10,-31,1,-1720,52,-6274,1
EUW1_6883426016,2,0,0,3,95,1,0,-2,0,-13,24,-19,-435,1312,6673,1
EUW1_6882923538,0,0,2,0,7,-6,0,-4,0,-12,-98,0,-6996,-5232,-8534,0
EUW1_6882415490,0,1,0,1,-14,23,0,3,0,3,44,41,14190,6239,22662,1
EUW1_6882392893,0,0,2,2,-45,-7,0,-2,0,-6,-84,-10,-5854,-3956,-2528,0
EUW1_6881540057,0,1,1,1,-23,-12,0,-1,0,-4,24,2,-1153,-1027,-10154,0
EUW1_6881474931,2,1,0,2,9,11,1,-1,0,-10,7,-8,2929,1814,9167,0
EUW1_6881140491,0,1,1,2,-5,-3,0,-1,0,-10,24,-4,-1432,-977,-6561,0
EUW1_6881049630,1,1,1,1,2,-7,0,-2,0,-9,-11,3,-5305,-1026,-10214,1
EUW1_6881015899,0,1,2,1,-1,4,0,2,0,-3,70,11,4599,2608,3385,1
EUW1_6880971360,0,0,1,1,-22,-2,1,1,0,4,67,-24,1557,2306,-1209,1
EUW1_6880953683,0,1,2,3,6,6,0,1,0,-8,116,-42,4389,2515,11788,1
EUW1_6880919285,0,0,1,0,-4,14,1,-3,0,-6,18,-5,8543,4893,8105,1
EUW1_6880708911,1,0,0,3,11,-2,0,-1,0,-3,-59,23,-549,-1275,-818,1
EUW1_6880677044,0,0,2,-2,12,-5,-1,-2,0,-10,-72,-23,-3919,-4767,-9706,0
EUW1_6880486949,0,0,2,0,-9,-5,0,1,0,-8,4,9,951,863,-1294,1
EUW1_6880419347,0,1,2,-1,1,-2,0,0,0,-1,-4,8,-1297,393,-4866,0
EUW1_6880357829,1,1,1,2,272,7,0,1,0,-2,-6,25,4759,1108,8434,0
EUW1_6880291602,1,1,1,1,103,3,1,1,0,2,-19,-44,1691,-3775,5484,0
EUW1_6879986819,1,0,1,2,14,3,0,1,0,-3,57,28,3473,4518,6825,1
EUW1_6879774455,1,0,1,-1,-7,-4,0,-2,0,-5,11,-1,99,-682,2793,1
EUW1_6879533217,1,0,1,1,113,-7,0,-1,0,-15,-38,-1,-4607,-1738,-9095,0
EUW1_6879504011,0,0,2,3,1,2,1,1,0,-4,58,-7,2833,2794,2853,0
EUW1_6879473510,1,1,0,-3,-4,0,0,2,0,-3,40,19,3613,348,5816,1
EUW1_6879429807,1,0,1,1,23,-7,0,0,0,0,-15,17,-1340,857,-7293,1
EUW1_6879415577,0,0,1,-3,15,4,0,0,0,-3,11,7,4444,1180,7354,1
EUW1_6879369009,1,1,1,1,-1,-1,0,0,0,-2,29,1,873,448,1942,1
EUW1_6879362596,0,0,2,-4,-2,-11,0,-2,0,-12,-76,-25,-6954,-5940,-12484,0
EUW1_6879328443,0,1,2,-3,-25,0,0,1,0,-7,40,4,1587,1693,337,0
EUW1_6879320011,0,0,2,0,-15,-6,0,-1,0,-7,-35,14,-2525,-2342,1536,0
EUW1_6878045943,1,1,1,0,2,-6,0,-1,0,-12,5,-25,-2544,-3011,-3232,0
EUW1_6878001527,0,0,2,-3,-74,5,-1,-1,0,-4,-33,14,1681,1500,1392,1
EUW1_6877966845,1,1,1,-1,-21,-6,0,-1,0,-6,-34,6,-3106,205,-2487,1
EUW1_6883451934,1,1,0,-2,6,5,0,1,0,-5,-2,16,4298,2150,2331,0
EUW1_6883396806,0,1,2,1,-1,0,0,0,0,-3,-31,-27,-1128,-984,1336,1
EUW1_6880795048,0,1,2,-4,2,-11,0,-1,0,-8,-23,-44,-6246,-5263,-11948,0
EUW1_6880775183,0,0,2,0,31,3,0,2,0,3,51,-6,5054,1722,1357,0
EUW1_6880761807,1,0,1,0,-2,-2,0,0,0,-9,7,7,-1689,802,-6565,1
EUW1_6879619336,0,0,2,2,-4,-7,0,-2,0,-7,-49,-20,-5153,-2744,-14118,0
EUW1_6879561243,2,0,0,0,10,-1,0,-1,0,-12,-8,19,-1296,1509,2907,1
EUW1_6879356460,2,1,0,1,0,10,0,-1,0,-10,-42,-4,1514,1696,1352,1
EUW1_6879339844,1,0,1,0,1,15,0,0,0,-1,39,8,6699,3752,19259,1
EUW1_6868199566,0,1,2,3,-102,12,0,1,0,7,43,8,9163,4521,8374,1
EUW1_6868139201,1,0,1,4,-36,10,0,-1,0,1,27,24,6535,4186,3127,1
EUW1_6868082263,0,1,2,-2,-1,-2,-1,0,0,-11,19,12,-122,606,-4409,0
EUW1_6808036707,0,1,1,-1,-18,-6,0,-2,0,-9,-6,4,-3446,-1423,-9514,1
EUW1_6793327751,0,1,1,0,7,19,0,-3,0,0,67,16,11912,7316,17384,1
EUW1_6793280673,2,1,0,2,-9,10,1,-1,0,-2,-15,-12,1944,2184,14496,1
EUW1_6782802885,0,1,2,2,18,0,-1,-1,0,-3,0,-9,459,-855,-385,1
EUW1_6883090969,0,0,1,4,1,3,0,-1,0,-5,-30,12,851,529,-1057,1
EUW1_6882971613,0,1,2,-7,-70,-3,0,-2,0,-4,-10,-15,-572,-2249,290,0
EUW1_6881336498,0,0,2,-2,-181,-7,0,-1,0,-9,-57,10,-3015,-2506,-14412,0
EUW1_6880977444,0,1,2,-1,9,-1,0,-1,0,-2,54,-12,2703,173,4756,1
EUW1_6880831027,0,1,1,-2,-14,1,0,-1,0,-9,13,4,1107,1028,4775,1
EUW1_6880019896,1,1,1,0,-1,-1,0,-1,0,-4,-5,-15,-403,436,-7379,0
EUW1_6879984965,2,1,0,1,18,11,-1,0,0,-5,-65,-4,4220,1271,4388,1
EUW1_6879392451,0,1,2,1,1,-5,0,-1,0,-11,-15,-1,-2340,-1454,-4500,0
EUW1_6878691339,0,0,2,2,63,-3,0,-1,0,-11,54,-25,-1850,-157,-2001,0
EUW1_6878618879,1,1,0,-6,-118,5,-1,0,0,-4,-60,8,872,-394,2856,1
EUW1_6849046095,1,1,0,0,26,7,0,1,0,-2,-22,6,3846,1321,10848,1
EUW1_6838707119,1,0,1,1,-8,15,1,0,0,-5,25,42,7763,5207,7594,1
EUW1_6838495999,1,0,0,4,0,-2,0,-1,0,-8,-14,-24,-2457,-3437,-4100,0
EUW1_6838429031,0,0,1,-2,25,-10,0,-1,0,-10,-24,-9,-7065,-2807,-18063,0
EUW1_6819232669,0,0,1,-4,-19,-18,-1,-1,0,-6,-21,28,-6059,-4669,-3494,0
EUW1_6816947440,0,1,1,2,58,6,0,0,0,-4,-44,-6,1576,27,7819,0
EUW1_6816888146,0,1,1,0,-43,7,0,-2,0,-8,-67,4,3160,741,3844,1
EUW1_6813819315,1,1,1,8,29,-1,0,-1,0,-6,30,8,424,717,5193,0
EUW1_6813780009,1,1,1,-1,2,9,1,1,0,-4,32,22,6279,4681,10952,1
EUW1_6883736386,1,0,1,-5,-9,1,-1,-1,0,-16,-44,-4,-1283,1204,592,0
EUW1_6883726492,2,1,0,3,-4,1,0,-1,0,-7,-17,-19,-1464,-2544,-2612,1
EUW1_6882964887,1,0,0,2,6,-6,0,-3,0,-7,-23,8,-3846,-2346,-1127,0
EUW1_6882485375,2,0,0,-5,-14,-1,0,-1,0,-8,27,8,-1358,3151,-889,0
EUW1_6882461379,0,0,2,0,-4,-4,-1,-1,0,-10,27,11,-1106,-949,10751,0
EUW1_6882367191,1,1,1,1,13,4,0,0,0,-7,28,-41,778,617,4641,1
EUW1_6881208146,1,0,1,-3,132,5,0,1,0,-4,64,14,5089,2658,7247,1
EUW1_6881172520,0,0,1,2,-8,-1,0,-2,0,-8,-14,-21,-71,-872,-7386,1
EUW1_6880959372,2,1,0,-1,-6,11,0,1,0,-10,47,20,4719,3545,8757,1
EUW1_6879380283,1,0,1,4,-2,0,-1,0,0,1,7,12,1172,-1319,127,1
EUW1_6879360353,1,0,1,-4,-10,-1,0,0,0,-8,-20,-10,-553,-4943,-4296,0
EUW1_6878596740,0,1,1,-1,0,-13,-1,-1,0,-7,-66,12,-7281,-3971,-6746,0
EUW1_6878567709,0,0,2,1,54,-13,0,-3,0,-12,-65,0,-9037,-5422,-17570,0
EUW1_6878521823,1,0,1,8,7,6,0,-1,0,-8,30,28,2114,1571,11047,0
EUW1_6878469892,0,0,1,-2,-5,-8,-1,-1,0,-10,-45,19,-4709,-1926,-9144,0
EUW1_6878436527,2,1,0,0,0,3,0,-1,0,4,82,14,4895,4850,9528,1
EUW1_6878318723,1,0,1,-4,-6,-3,0,-1,0,-4,-37,-25,-3643,-2677,-7099,1
EUW1_6878246309,2,1,0,1,-5,6,0,2,0,3,50,-24,3731,1253,2525,1
EUW1_6878213684,0,0,2,-7,-13,-1,0,-1,0,-4,-35,-8,-918,1734,2311,1
EUW1_6881559835,1,1,0,2,17,11,0,-1,0,-5,21,-1,4904,1215,11526,1
EUW1_6881481936,0,0,1,-2,-3,-9,0,1,0,-7,20,-19,-1987,-4411,1898,1
EUW1_6881443646,2,1,0,-1,227,5,0,2,0,9,84,7,8164,5144,10543,1
EUW1_6881361419,1,0,0,-1,1,0,0,0,0,-10,-60,-17,-2627,-1944,-12127,0
EUW1_6881306887,0,0,1,3,5,-12,-1,-2,0,-11,-109,-9,-8671,-6497,-6224,0
EUW1_6881258688,1,0,1,4,24,1,0,0,0,1,21,12,1731,867,1022,0
EUW1_6881197251,1,1,0,3,-95,11,0,0,0,-3,42,21,5149,3956,5560,1
EUW1_6880902720,0,1,1,2,13,1,-1,0,0,-10,-16,20,645,-200,-3977,0
EUW1_6880881273,0,0,1,-4,2,-9,0,-3,0,-14,-108,-65,-8957,-6444,-14003,0
EUW1_6879369836,0,1,2,-3,88,-11,0,-2,0,-2,-16,-19,-6467,-5010,-10053,0
EUW1_6879337283,0,0,1,0,-5,-10,1,-2,0,-14,-38,1,-6731,-2508,-10118,0
EUW1_6879322449,1,1,0,3,12,1,0,2,0,0,-8,15,3500,0,-2375,0
EUW1_6879316876,1,1,0,6,-48,0,0,0,0,-4,-10,12,-19,-13,-1380,0
EUW1_6879305890,1,1,0,-1,12,-16,-1,-2,0,-10,-37,11,-5381,-3600,137,0
EUW1_6879285795,2,1,0,-5,-8,-5,0,2,0,1,-6,28,1911,-944,4390,1
EUW1_6879257540,0,0,2,0,-3,-5,0,-2,0,-9,-50,4,-4846,-1777,-9640,0
EUW1_6879215084,0,1,1,3,-4,3,0,-1,0,-6,-41,-8,-485,-314,-106,0
EUW1_6877959455,2,1,0,4,-7,2,0,0,0,-11,-9,6,-872,-1023,6758,1
EUW1_6877938062,1,0,1,-1,-16,-5,0,-3,0,-17,-17,-10,-3445,-3009,-8769,1
EUW1_6883768747,1,0,0,1,-1,-7,0,-2,0,-5,3,-70,-3014,-2144,-9088,0
EUW1_6883649421,0,0,2,1,-4,-6,0,-1,0,-2,-22,16,-2321,-2242,-90,0
EUW1_6883632185,0,0,1,0,-4,-19,0,-2,0,-12,-43,-27,-9883,-7867,-15863,0
EUW1_6883516203,1,1,1,0,-5,-4,0,-1,0,-3,8,-28,-2068,-2778,-5511,1
EUW1_6883482493,1,0,0,0,-1,0,0,-2,0,-6,-57,7,-3632,-3403,500,0
EUW1_6883442460,0,0,2,4,9,-8,0,-2,0,-9,-11,-30,-3143,-2229,-8889,0
EUW1_6883394231,0,0,1,-1,-2,-8,0,-2,0,-9,-67,-28,-7480,-4927,-14370,0
EUW1_6882750553,0,0,1,0,-7,-1,1,0,0,-12,-32,-8,-2203,-393,535,0
EUW1_6882665091,0,0,2,-2,10,-8,1,-2,0,-11,-68,14,-4197,-2211,-3906,1
EUW1_6882634513,2,1,0,-1,-69,6,0,-1,0,-9,12,19,3876,2559,11682,1
EUW1_6882591708,1,1,0,3,-192,2,0,2,0,-4,42,-8,2645,220,5326,0
EUW1_6882471906,0,1,0,3,3,9,0,1,0,2,104,31,8946,7547,9693,1
EUW1_6882440457,0,1,1,1,8,-7,0,0,0,-8,-48,-9,-5210,-4044,-3113,0
EUW1_6882381419,0,1,1,0,5,-6,0,-3,0,-16,-35,-38,-7066,-2720,-5753,0
EUW1_6882211110,0,1,1,6,1,1,0,0,0,-4,3,12,880,1864,550,1
EUW1_6881389247,2,1,0,3,-121,4,1,2,0,3,70,11,4685,1735,2739,1
EUW1_6881254628,0,0,1,-1,-1,-14,-1,-2,0,-11,-62,5,-7730,-3168,-11007,0
EUW1_6881205666,1,0,1,-1,-5,-5,0,-2,0,-11,-90,-30,-4279,-3273,-3982,0
EUW1_6883756729,1,0,1,5,5,-3,-1,-1,0,-7,-31,-40,-4102,-4447,-5365,0
EUW1_6883745706,0,0,2,-5,-15,-14,-1,0,0,-8,36,-11,-5281,-3842,-11367,0
EUW1_6883368045,1,1,0,5,-9,7,0,1,0,2,12,17,5574,3365,-712,1
EUW1_6883007615,1,0,1,2,-2,-10,-1,-2,0,-6,0,4,-5007,-1507,-3459,0
EUW1_6882954907,0,1,1,3,8,8,0,-1,0,-7,-33,-8,3597,2103,11311,1
EUW1_6882638680,1,1,1,7,61,6,0,3,0,-5,15,39,4144,3806,5382,1
EUW1_6882585770,0,1,2,0,-8,3,1,-1,0,-3,-22,-17,-14,-670,-4161,0
EUW1_6882077668,0,1,2,0,8,0,0,0,0,4,-41,38,897,-1446,-1160,0
EUW1_6882003350,1,1,0,0,15,11,0,1,0,-7,43,-4,6532,3343,12577,1
EUW1_6881531470,0,1,1,1,-3,-6,1,-2,0,-6,15,8,-1835,-1530,6910,1
EUW1_6881453186,2,1,0,-3,-5,3,0,0,0,-4,-21,-3,315,1733,-1200,0
EUW1_6881277729,0,1,2,-2,-8,-7,0,-1,0,-12,-13,-4,-4310,-793,-12788,0
EUW1_6881223965,2,1,0,1,7,5,0,1,0,-5,-14,4,2065,3153,1577,1
EUW1_6880530945,1,1,1,0,-8,11,0,2,0,3,54,3,8165,3924,15626,1
EUW1_6880429581,2,1,0,-1,-12,-4,0,-1,0,-3,4,29,-1761,-1734,2493,0
EUW1_6880327429,0,0,1,-1,-10,6,0,0,0,-12,4,-47,1506,225,-3534,1
EUW1_6880216498,1,0,1,3,-5,-7,-1,-1,0,-7,-21,9,-3662,-2310,-3775,0
EUW1_6880004149,0,1,2,3,8,1,0,0,0,-5,11,-23,223,-611,653,1
EUW1_6879962678,0,0,2,-2,-3,-15,0,-1,0,-12,-55,1,-6966,-5833,-23238,0
EUW1_6879884994,1,1,1,1,-24,2,0,0,0,-9,-59,31,-283,-382,-5377,0
EUW1_6882250226,2,0,0,2,-433,6,0,1,0,-5,-4,6,3715,660,5819,0
EUW1_6882233394,2,1,0,7,227,12,0,2,0,-2,51,2,5588,5590,8784,1
EUW1_6882216219,1,0,0,-3,-291,0,-1,-1,0,-7,-49,-2,-1154,48,780,1
EUW1_6882041448,2,0,0,1,216,-1,0,-1,0,-7,-1,-16,-1716,124,-4491,1
EUW1_6881979904,1,1,0,2,299,9,0,1,0,2,-7,13,4474,718,-3378,1
EUW1_6881905108,2,0,0,-4,247,-3,0,-3,0,-13,19,-6,-2168,-924,807,1
EUW1_6881832212,0,1,1,2,166,1,0,-3,0,-12,-52,7,-2397,1260,-11668,1
EUW1_6881782467,1,1,1,1,173,7,0,0,0,-1,16,21,4419,3100,1080,1
EUW1_6881707718,2,0,0,5,284,1,0,-1,0,-4,4,-18,-1752,-897,-3929,1
EUW1_6881461686,0,1,1,-3,134,-6,0,-3,0,-7,-110,-13,-6390,-4581,-10977,0
EUW1_6881427470,1,1,0,-2,0,13,0,1,0,-1,118,44,12865,8688,12812,1
EUW1_6881372685,0,1,2,5,240,-6,0,-1,0,-5,-47,21,-3272,-2552,-8594,0
EUW1_6881251914,2,1,0,2,196,11,0,0,0,-5,24,25,4769,3115,11942,1
EUW1_6881183366,0,0,2,-1,231,-1,1,-2,0,-13,-54,1,-2194,630,-3950,0
EUW1_6881142909,0,0,2,0,-228,-3,-1,-1,0,-9,-53,-13,-3033,-3156,-7056,0
EUW1_6881110704,1,1,0,6,216,7,1,1,0,1,61,32,5439,3990,1470,1
EUW1_6881072795,0,0,2,-1,236,-4,1,1,0,-2,32,20,280,-40,-5554,0
EUW1_6881027918,0,1,2,4,-229,5,0,2,0,-1,-14,-7,3564,1672,3190,1
EUW1_6879366724,1,1,1,3,392,5,1,-2,0,-5,26,12,3566,2174,-2026,0
EUW1_6882200739,1,0,0,2,3,6,0,1,0,-1,32,15,4204,2772,4811,1
EUW1_6881747858,1,0,1,-1,-2,-2,0,-2,0,7,-1,-4,998,-1283,7774,1
EUW1_6879337200,1,1,0,0,31,3,0,4,0,2,101,-23,4130,1362,9615,1
EUW1_6877060901,1,1,1,0,9,4,0,-2,0,-3,-31,6,2371,1662,10498,1
EUW1_6877018230,2,1,0,1,3,13,1,2,0,2,78,26,7903,7064,11118,1
EUW1_6876971960,1,0,1,0,-7,-2,0,1,0,-5,-20,6,-705,1020,955,0
EUW1_6876938702,1,1,1,4,-31,12,0,0,0,-5,100,42,7221,6999,15385,1
EUW1_6875587112,0,1,2,2,-2,3,0,1,0,-1,31,0,1341,-569,3068,0
EUW1_6875541157,1,1,0,0,-11,14,0,1,0,0,64,-11,8709,5536,10074,1
EUW1_6875508171,1,1,1,5,2,5,0,-1,0,-2,39,2,3155,2903,2309,1
EUW1_6875002938,1,0,1,1,0,-8,1,-2,0,-10,-13,4,-3661,-2281,-5764,0
EUW1_6874992720,2,0,0,3,-27,5,0,0,0,0,92,32,5060,5009,12311,1
EUW1_6874361327,1,0,1,3,6,2,0,-1,0,-6,-21,-28,675,-1265,1932,0
EUW1_6874109314,2,1,0,4,3,12,1,2,0,2,33,0,6866,2759,4387,1
EUW1_6874072096,1,1,1,1,11,-4,-1,-3,0,-13,-36,-15,-5996,-3798,-14003,0
EUW1_6874036095,2,1,0,-5,-10,10,1,3,0,0,23,-19,7001,2732,7529,1
