matchId,blueTeamControlWardsPlaced_diff,blueTeamWardsPlaced_diff,blueTeamTotalKills_diff,blueTeamDragonKills_diff,blueTeamHeraldKills_diff,blueTeamTowersDestroyed_diff,blueTeamInhibitorsDestroyed_diff,blueTeamTurretPlatesDestroyed_diff,blueTeamFirstBlood_diff,blueTeamMinionsKilled_diff,blueTeamJungleMinions_diff,blueTeamTotalGold_diff,blueTeamXp_diff,blueWin
EUW1_6882489515,-4,-11,-12,2,0,-2,0,6,-400,294,-29531,-8690,2559,1
EUW1_6882416210,-4,20,-5,1,0,0,0,6,-373,272,-28872,-2468,-6055,0
EUW1_6881092720,-1,-222,-5,-1,0,-2,0,8,-340,247,-30414,-1338,-13483,0
EUW1_6879405717,3,5,-2,-1,1,1,0,4,-377,268,-25073,-3736,2237,0
EUW1_6879389461,-4,4,4,0,1,0,0,2,-382,274,-25952,-1703,11821,1
EUW1_6879371828,1,-9,-12,-2,-1,-3,0,13,-357,299,-28288,-6411,-4095,0
EUW1_6878383684,0,-106,6,2,0,0,0,5,-403,235,-28488,-2114,-988,1
EUW1_6878298308,0,7,6,1,0,0,0,6,-358,292,-24001,-1501,7191,1
EUW1_6878182424,0,7,-4,-1,0,1,0,5,-396,315,-26382,-2714,4607,1
EUW1_6878139143,-3,6,-1,-1,1,0,0,7,-381,226,-28710,-3153,-6836,0
EUW1_6878103014,-2,-5,-1,-2,-1,1,0,-2,-356,262,-28922,-2453,-5716,1
EUW1_6878057215,-3,-8,-4,-2,0,-1,0,7,-424,210,-28824,-7784,-4560,0
EUW1_6878033584,-2,-5,-7,-2,0,-1,0,10,-392,295,-29171,-4593,5110,0
EUW1_6878003846,2,3,6,2,0,-1,0,5,-349,306,-25872,4259,6895,1
EUW1_6877975035,1,2,1,0,1,0,0,2,-383,299,-26060,-1060,10976,1
EUW1_6875344552,2,-5,-19,-2,0,-2,0,8,-370,245,-33394,-6247,-15794,0
EUW1_6875306770,-4,-1,-9,-2,0,-1,0,7,-377,289,-29988,-5822,-6215,0
EUW1_6875259973,-2,20,6,1,0,-1,0,2,-319,215,-29239,38,-3306,0
EUW1_6875217596,-1,8,4,0,1,1,0,3,-350,304,-22591,-1187,13327,1
EUW1_6875197822,2,6,-3,-2,0,1,0,3,-355,278,-27372,-1411,-2456,0
EUW1_6879360874,-4,-5,-11,-2,0,-1,0,9,-365,274,-30646,-4149,-8893,0
EUW1_6869300631,-1,239,-4,2,0,0,0,7,-365,283,-26650,-5310,-1833,0
EUW1_6869276441,0,-4,-9,-2,0,0,0,6,-345,281,-28863,-3558,-3530,0
EUW1_6869246594,1,-71,-9,-1,0,0,0,5,-337,287,-30981,144,-17747,0
EUW1_6829920333,1,1,17,0,0,-1,0,3,-328,319,-24440,5526,11129,1
EUW1_6882482484,0,-8,7,2,0,2,0,1,-342,291,-25928,2006,-7261,1
EUW1_6882456043,-4,-12,18,2,1,2,0,2,-327,295,-20377,3542,14485,1
EUW1_6882436994,6,-122,3,-2,0,-1,0,1,-300,284,-27299,404,-8148,1
EUW1_6882425551,0,-244,14,1,1,-1,0,4,-292,253,-24062,5683,2361,1
EUW1_6880935420,1,-17,5,-1,0,3,0,-2,-301,333,-23604,4265,8947,1
EUW1_6880909380,2,-13,8,2,0,1,0,5,-339,262,-27235,3291,1321,1
EUW1_6880890229,-3,-3,5,-2,0,-3,0,13,-341,234,-28951,-1381,-2479,0
EUW1_6879474161,1,-7,-11,-2,0,-3,0,11,-390,248,-31227,-6472,-3477,0
EUW1_6879450066,1,19,7,0,0,1,0,4,-345,324,-23258,-495,2379,1
EUW1_6879424931,3,-36,2,-2,0,1,0,3,-362,270,-27347,56,-3972,0
EUW1_6879325614,2,15,-5,0,0,-1,0,11,-300,258,-28449,-3164,-6341,0
EUW1_6879310911,2,-8,-13,-1,0,-3,0,16,-361,244,-35201,-5029,-19054,0
EUW1_6878006751,3,-4,-5,-2,0,0,0,7,-349,226,-30425,-2295,-9569,0
EUW1_6877969177,1,10,0,-2,1,1,0,-2,-349,294,-26037,890,4558,0
EUW1_6877956644,-1,-5,-2,0,0,1,0,7,-354,275,-25734,-3179,-3209,1
EUW1_6877891153,0,-7,-6,0,0,1,0,6,-353,239,-28259,-5362,-6427,0
EUW1_6877879899,3,-4,1,-1,1,0,0,-1,-303,266,-28009,1046,-3279,0
EUW1_6877867925,-3,-8,-12,-2,0,-2,0,8,-391,257,-31130,-8442,-8641,0
EUW1_6877850091,-4,108,5,-1,0,0,0,10,-333,259,-28969,265,-2640,1
EUW1_6879349198,1,-310,5,2,1,-3,0,17,-349,188,-28373,-1728,-7864,0
EUW1_6872767863,1,-5,-14,2,0,-1,0,6,-332,267,-31104,-6177,-9834,0
EUW1_6872712198,1,-66,2,2,0,1,0,3,-321,304,-25902,-1925,-4868,1
EUW1_6872638403,-5,50,-2,1,0,0,0,5,-359,246,-27592,-2327,-4177,1
EUW1_6872613273,4,5,7,1,0,1,0,2,-344,240,-27261,3301,3588,1
EUW1_6870154666,4,7,8,2,0,1,0,-7,-327,323,-22958,3587,17571,1
EUW1_6869224469,-5,0,-4,-2,0,-1,0,3,-301,319,-30557,1551,-13242,1
EUW1_6869187175,4,-22,2,0,1,0,0,6,-383,283,-26798,-3007,1502,1
EUW1_6869159452,6,-34,11,0,0,1,0,1,-331,282,-21983,1232,3658,1
EUW1_6867771512,-5,2,5,2,0,1,0,-6,-297,253,-23495,858,-1460,1
EUW1_6867736241,-1,0,-1,1,0,-1,0,2,-333,313,-29466,3269,-14635,1
EUW1_6867728692,1,8,8,2,0,1,0,1,-345,235,-25016,3724,-397,1
EUW1_6867706172,0,-3,4,2,-1,0,0,2,-310,318,-26099,932,6606,1
EUW1_6867692806,-1,117,-1,-2,0,0,0,4,-379,276,-26063,-2611,1755,0
EUW1_6867677699,-1,3,13,0,0,0,0,3,-371,262,-26736,2920,-3701,1
EUW1_6867663986,-1,-1,7,2,0,2,0,-3,-298,309,-22348,1164,5721,1
EUW1_6867658653,-2,0,7,0,1,0,0,3,-357,325,-23512,2570,7865,1
EUW1_6866602810,2,5,11,2,0,1,0,-1,-351,325,-23265,2199,8975,1
EUW1_6883322609,4,-3,12,2,0,2,0,-2,-346,337,-22389,3411,11686,1
EUW1_6883246513,2,-2,5,0,0,-1,0,2,-309,264,-25721,-1012,1373,0
EUW1_6883171691,1,-3,8,-1,1,0,0,3,-355,250,-27742,3746,1705,1
EUW1_6882840815,-5,-6,-1,-2,0,0,0,8,-351,296,-29293,713,-5208,0
EUW1_6882786083,-1,-28,9,2,1,0,0,3,-383,287,-25214,-947,7487,1
EUW1_6881799024,2,24,9,1,0,0,0,1,-339,251,-24397,5499,4571,1
EUW1_6881697918,-1,9,-2,2,0,0,0,5,-343,257,-26608,-3777,1140,0
EUW1_6879962130,4,200,-5,-2,0,0,0,5,-363,270,-28862,-3230,-2311,0
EUW1_6879899279,3,15,4,1,0,1,0,1,-325,262,-27188,1956,-3639,1
EUW1_6879616200,-5,-3,9,1,0,-2,0,6,-342,285,-24855,1957,3033,0
EUW1_6879474038,2,3,-4,0,0,0,0,6,-386,276,-27492,-5146,-7968,1
EUW1_6879440356,3,-9,5,-1,0,1,0,0,-345,311,-23896,-941,9142,1
EUW1_6879427639,-5,109,-4,0,0,-1,0,6,-342,219,-30394,491,-8414,0
EUW1_6879399367,-2,4,-3,-1,0,0,0,-2,-313,313,-26246,-2562,443,1
EUW1_6878860917,4,17,11,0,0,-2,0,5,-382,265,-27456,980,752,1
EUW1_6878800720,2,3,2,2,0,1,0,4,-369,301,-26458,248,5715,1
EUW1_6878753644,1,-10,1,-2,1,0,0,4,-341,225,-27371,-1452,-90,1
EUW1_6878702910,0,3,-2,2,-1,-1,0,8,-380,262,-27103,-5878,-3190,0
EUW1_6878658793,3,15,-7,1,0,-1,0,7,-356,236,-28209,-4895,-951,0
EUW1_6881065995,-1,5,4,1,0,0,0,3,-390,250,-28842,-1868,-3866,0
EUW1_6881016403,-4,-4,-7,-2,0,-3,0,11,-356,224,-31998,-2224,-6327,0
EUW1_6880972212,-2,16,-1,-1,0,0,0,5,-348,293,-28203,-691,3633,1
EUW1_6880905919,-4,-12,3,1,0,-1,0,6,-390,312,-25092,-1551,5158,0
EUW1_6880887817,0,-3,-6,-2,0,-3,0,15,-335,200,-32044,-5138,-14007,0
EUW1_6880876517,-5,-54,-1,-2,-1,0,0,5,-330,218,-30400,1021,-14196,0
EUW1_6880857669,0,2,12,-2,0,0,0,3,-381,211,-24978,-379,2018,0
EUW1_6879724981,4,8,0,1,0,-2,0,9,-381,289,-30524,-1134,-3232,1
EUW1_6879641249,-1,-14,-1,1,0,-1,0,5,-386,314,-26652,-2784,4071,0
EUW1_6879605389,0,1,0,0,0,-4,0,12,-369,241,-33496,1051,-11677,0
EUW1_6879548140,-3,4,-4,-2,0,0,0,6,-405,290,-27368,-6524,83,0
EUW1_6879516026,5,4,1,1,0,1,0,-2,-321,253,-28022,3588,-10783,1
EUW1_6879477830,0,15,0,1,0,-1,0,14,-378,283,-30149,-1270,-4381,0
EUW1_6879416454,2,4,-7,-1,0,0,0,10,-426,291,-29116,-8003,-2412,0
EUW1_6879395202,-3,15,10,1,0,2,0,-8,-336,314,-23447,4259,5919,1
EUW1_6878727750,1,-6,-3,0,0,-1,0,11,-330,236,-30325,-1704,-9921,0
EUW1_6878668033,2,0,4,-1,0,0,0,7,-367,280,-26140,-2054,1306,1
EUW1_6878594652,-1,7,-6,-2,1,0,0,10,-382,258,-30327,-2385,-4608,1
EUW1_6883426016,3,95,1,2,0,-2,0,13,-324,239,-30083,706,-6187,1
EUW1_6882923538,0,7,-6,-2,0,-4,0,12,-393,202,-31673,-5227,-5880,0
EUW1_6882415490,1,-14,23,0,0,3,0,-3,-311,308,-21577,11086,9967,1
EUW1_6882392893,2,-45,-7,-2,0,-2,0,6,-382,213,-30715,-7014,-5052,0
EUW1_6881540057,1,-23,-12,-1,0,-1,0,4,-330,285,-32071,1467,-18533,0
EUW1_6881474931,2,9,11,2,1,-1,0,10,-365,267,-25785,-787,7337,0
EUW1_6881140491,2,-5,-3,-1,0,-1,0,10,-335,283,-26938,-3827,-7848,0
EUW1_6881049630,1,2,-7,0,0,-2,0,9,-363,259,-31153,-3374,-8347,1
EUW1_6881015899,1,-1,4,-2,0,2,0,3,-280,267,-27672,4101,-2089,1
EUW1_6880971360,1,-22,-2,-1,1,1,0,-4,-330,289,-28234,163,2915,1
EUW1_6880953683,3,6,6,-2,0,1,0,8,-280,273,-25376,650,8523,1
EUW1_6880919285,0,-4,14,-1,1,-3,0,6,-364,274,-23661,3302,9486,1
EUW1_6880708911,3,11,-2,1,0,-1,0,3,-364,235,-26540,-4000,-2565,1
EUW1_6880677044,-2,12,-5,-2,-1,-2,0,10,-392,214,-29075,-6955,-535,0
EUW1_6880486949,0,-9,-5,-2,0,1,0,8,-356,283,-26770,-967,-7287,1
EUW1_6880419347,-1,1,-2,-2,0,0,0,1,-360,280,-27960,-2452,-5907,0
EUW1_6880357829,2,272,7,0,0,1,0,2,-335,253,-25471,2105,-4467,0
EUW1_6880291602,1,103,3,0,1,1,0,-2,-372,208,-25349,-3791,11575,0
EUW1_6879986819,2,14,3,0,0,1,0,3,-319,292,-24221,1644,5655,1
EUW1_6879774455,-1,-7,-4,0,0,-2,0,5,-316,239,-29848,5,-6870,1
EUW1_6879533217,1,113,-7,0,0,-1,0,15,-369,245,-29617,-5844,-5978,0
EUW1_6879504011,3,1,2,-2,1,1,0,4,-314,274,-25556,2114,5070,0
EUW1_6879473510,-3,-4,0,1,0,2,0,3,-308,265,-24207,-1169,3239,1
EUW1_6879429807,1,23,-7,0,0,0,0,0,-353,262,-26197,-2133,-2612,1
EUW1_6879415577,-3,15,4,-1,0,0,0,3,-379,314,-25432,1061,10218,1
EUW1_6879369009,1,-1,-1,0,0,0,0,2,-335,268,-28351,-1253,2354,1
EUW1_6879362596,-4,-2,-11,-2,0,-2,0,12,-367,201,-32859,-6464,-18306,0
EUW1_6879328443,-3,-25,0,-2,0,1,0,7,-302,263,-26244,509,-7413,0
EUW1_6879320011,0,-15,-6,-2,0,-1,0,7,-382,265,-27986,-5853,579,0
EUW1_6878045943,0,2,-6,0,0,-1,0,12,-337,245,-30539,-3973,-9731,0
EUW1_6878001527,-3,-74,5,-2,-1,-1,0,4,-362,249,-24716,-1970,1468,1
EUW1_6877966845,-1,-21,-6,0,0,-1,0,6,-328,222,-29567,-449,-9394,1
EUW1_6883451934,-2,6,5,1,0,1,0,5,-358,273,-26038,1569,967,0
EUW1_6883396806,1,-1,0,-2,0,0,0,3,-400,271,-24613,-6745,7192,1
EUW1_6880795048,-4,2,-11,-2,0,-1,0,8,-342,204,-29424,-8247,-12140,0
EUW1_6880775183,0,31,3,-2,0,2,0,-3,-331,296,-23948,532,796,0
EUW1_6880761807,0,-2,-2,0,0,0,0,9,-354,261,-29435,-2718,-5743,1
EUW1_6879619336,2,-4,-7,-2,0,-2,0,7,-374,221,-29685,-6193,-8112,0
EUW1_6879561243,0,10,-1,2,0,-1,0,12,-380,284,-28330,-3498,4040,1
EUW1_6879356460,1,0,10,2,0,-1,0,10,-339,206,-26643,-480,-9866,1
EUW1_6879339844,0,1,15,0,0,0,0,1,-317,276,-25245,4703,6301,1
EUW1_6868199566,3,-102,12,-2,0,1,0,-7,-336,282,-24158,5871,2476,1
EUW1_6868139201,4,-36,10,0,0,-1,0,-1,-337,280,-28127,6130,-3469,1
EUW1_6868082263,-2,-1,-2,-2,-1,0,0,11,-364,294,-26579,-3299,3707,0
EUW1_6808036707,-1,-18,-6,-1,0,-2,0,9,-337,258,-30673,-2772,-11433,1
EUW1_6793327751,0,7,19,-1,0,-3,0,0,-290,282,-24959,11041,-747,1
EUW1_6793280673,2,-9,10,2,1,-1,0,2,-354,230,-25770,-1004,7903,1
EUW1_6782802885,2,18,0,-2,-1,-1,0,3,-391,297,-25618,-3649,4002,1
EUW1_6883090969,4,1,3,-1,0,-1,0,5,-402,286,-27255,-2387,2025,1
EUW1_6882971613,-7,-70,-3,-2,0,-2,0,4,-396,282,-29342,-3507,-2447,0
EUW1_6881336498,-2,-181,-7,-2,0,-1,0,9,-405,265,-26695,-6348,-8459,0
EUW1_6880977444,-1,9,-1,-2,0,-1,0,2,-360,316,-24965,-2233,7527,1
EUW1_6880831027,-2,-14,1,-1,0,-1,0,9,-322,239,-27360,-732,-4159,1
EUW1_6880019896,0,-1,-1,0,0,-1,0,4,-357,256,-28623,-1100,-6353,0
EUW1_6879984965,1,18,11,2,-1,0,0,5,-329,183,-27111,4421,-7066,1
EUW1_6879392451,1,1,-5,-2,0,-1,0,11,-389,281,-28411,-6210,2341,0
EUW1_6878691339,2,63,-3,-2,0,-1,0,11,-328,286,-28580,-3367,-544,0
EUW1_6878618879,-6,-118,5,1,-1,0,0,4,-409,266,-22960,-5024,6233,1
EUW1_6849046095,0,26,7,1,0,1,0,2,-353,244,-26354,279,1984,1
EUW1_6838707119,1,-8,15,0,1,0,0,5,-336,303,-24600,6321,-739,1
EUW1_6838495999,4,0,-2,1,0,-1,0,8,-393,283,-29008,-5387,-5173,0
EUW1_6838429031,-2,25,-10,-1,0,-1,0,10,-420,295,-29594,-9919,-5345,0
EUW1_6819232669,-4,-19,-18,-1,-1,-1,0,6,-337,256,-30232,-4443,-10962,0
EUW1_6816947440,2,58,6,-1,0,0,0,4,-361,238,-26840,-1223,2071,0
EUW1_6816888146,0,-43,7,-1,0,-2,0,8,-393,234,-27745,1958,304,1
EUW1_6813819315,8,29,-1,0,0,-1,0,6,-367,314,-28257,-152,-1062,0
EUW1_6813780009,-1,2,9,0,1,1,0,4,-367,314,-23055,673,13098,1
EUW1_6883736386,-5,-9,1,0,-1,-1,0,16,-408,279,-28286,-1662,296,0
EUW1_6883726492,3,-4,1,2,0,-1,0,7,-411,294,-28871,-5833,-3205,1
EUW1_6882964887,2,6,-6,1,0,-3,0,7,-393,272,-29820,-5162,-3549,0
EUW1_6882485375,-5,-14,-1,2,0,-1,0,8,-359,280,-27928,-1928,9319,0
EUW1_6882461379,0,-4,-4,-2,-1,-1,0,10,-362,304,-29863,-2848,5868,0
EUW1_6882367191,1,13,4,0,0,0,0,7,-370,279,-26163,-3471,2408,1
EUW1_6881208146,-3,132,5,0,0,1,0,4,-337,323,-25291,2672,4944,1
EUW1_6881172520,2,-8,-1,-1,0,-2,0,8,-374,269,-30054,-515,-10733,1
EUW1_6880959372,-1,-6,11,2,0,1,0,10,-351,313,-26013,1986,4650,1
EUW1_6879380283,4,-2,0,0,-1,0,0,-1,-335,260,-26148,-1527,-4124,1
EUW1_6879360353,-4,-10,-1,0,0,0,0,8,-353,237,-30792,-2562,-16503,0
EUW1_6878596740,-1,0,-13,-1,-1,-1,0,7,-397,244,-31661,-7933,-5537,0
EUW1_6878567709,1,54,-13,-2,0,-3,0,12,-406,253,-33030,-9864,-12524,0
EUW1_6878521823,8,7,6,0,0,-1,0,8,-334,292,-28582,1630,987,0
EUW1_6878469892,-2,-5,-8,-1,-1,-1,0,10,-378,241,-28783,-6061,-4075,0
EUW1_6878436527,0,0,3,2,0,-1,0,-4,-354,353,-25813,3145,5548,1
EUW1_6878318723,-4,-6,-3,0,0,-1,0,4,-415,278,-28504,-6925,-1178,1
EUW1_6878246309,1,-5,6,2,0,2,0,-3,-296,243,-28804,3879,-8590,1
EUW1_6878213684,-7,-13,-1,-2,0,-1,0,4,-410,282,-28296,-3123,7693,1
EUW1_6881559835,2,17,11,1,0,-1,0,5,-327,255,-26530,2861,5098,1
EUW1_6881481936,-2,-3,-9,-1,0,1,0,7,-341,265,-29144,-3836,-9341,1
EUW1_6881443646,-1,227,5,2,0,2,0,-9,-351,352,-23444,4678,12007,1
EUW1_6881361419,-1,1,0,1,0,0,0,10,-359,212,-30330,-2658,-19572,0
EUW1_6881306887,3,5,-12,-1,-1,-2,0,11,-412,221,-29146,-10542,-5042,0
EUW1_6881258688,4,24,1,0,0,0,0,-1,-335,274,-25842,48,-1835,0
EUW1_6881197251,3,-95,11,1,0,0,0,3,-346,302,-25082,1349,3936,1
EUW1_6880902720,2,13,1,-1,-1,0,0,10,-340,257,-25383,-633,2507,0
EUW1_6880881273,-4,2,-9,-1,0,-3,0,14,-448,218,-33179,-9531,-11786,0
EUW1_6879369836,-3,88,-11,-2,0,-2,0,2,-396,278,-29545,-9973,-4358,0
EUW1_6879337283,0,-5,-10,-1,1,-2,0,14,-378,251,-32299,-6148,-10822,0
EUW1_6879322449,3,12,1,1,0,2,0,0,-387,288,-27077,531,-2151,0
EUW1_6879316876,6,-48,0,1,0,0,0,4,-344,249,-25815,-1996,-1185,0
EUW1_6879305890,-1,12,-16,1,-1,-2,0,10,-344,208,-34227,-4119,-10161,0
EUW1_6879285795,-5,-8,-5,2,0,2,0,-1,-347,272,-28505,160,-3918,1
EUW1_6879257540,0,-3,-5,-2,0,-2,0,9,-392,250,-31287,-4943,-4091,0
EUW1_6879215084,3,-4,3,-1,0,-1,0,6,-367,241,-24511,-3502,-2079,0
EUW1_6877959455,4,-7,2,2,0,0,0,11,-343,251,-28854,-1721,-3239,1
EUW1_6877938062,-1,-16,-5,0,0,-3,0,17,-375,266,-30425,-4647,-11624,1
EUW1_6883768747,1,-1,-7,1,0,-2,0,5,-342,222,-30221,-4072,-13209,0
EUW1_6883649421,1,-4,-6,-2,0,-1,0,2,-369,279,-29811,-2336,-7283,0
EUW1_6883632185,0,-4,-19,-1,0,-2,0,12,-366,212,-34220,-10271,-20030,0
EUW1_6883516203,0,-5,-4,0,0,-1,0,3,-378,275,-28283,-5905,-9178,1
EUW1_6883482493,0,-1,0,1,0,-2,0,6,-392,255,-32299,-3991,-7771,0
EUW1_6883442460,4,9,-8,-2,0,-2,0,9,-390,282,-32768,-3218,-5130,0
EUW1_6883394231,-1,-2,-8,-1,0,-2,0,9,-391,224,-29789,-8418,-8397,0
EUW1_6882750553,0,-7,-1,-1,1,0,0,12,-391,277,-29418,-3839,711,0
EUW1_6882665091,-2,10,-8,-2,1,-2,0,11,-396,248,-30134,-5265,-1818,1
EUW1_6882634513,-1,-69,6,2,0,-1,0,9,-374,303,-25118,-109,5790,1
EUW1_6882591708,3,-192,2,1,0,2,0,4,-360,311,-26570,-1990,1057,0
EUW1_6882471906,3,3,9,0,0,1,0,-2,-293,330,-22243,6220,8059,1
EUW1_6882440457,1,8,-7,-1,0,0,0,8,-382,250,-28225,-7904,-7473,0
EUW1_6882381419,0,5,-6,-1,0,-3,0,16,-381,237,-30978,-6987,-828,0
EUW1_6882211110,6,1,1,-1,0,0,0,4,-359,275,-26185,-1923,-235,1
EUW1_6881389247,3,-121,4,2,1,2,0,-3,-359,347,-25301,937,4246,1
EUW1_6881254628,-1,-1,-14,-1,-1,-2,0,11,-378,237,-30989,-7804,-12640,0
EUW1_6881205666,-1,-5,-5,0,0,-2,0,11,-413,225,-29670,-6184,-9855,0
EUW1_6883756729,5,5,-3,0,-1,-1,0,7,-401,248,-28548,-8547,-1744,0
EUW1_6883745706,-5,-15,-14,-2,-1,0,0,8,-330,275,-29054,-6403,-9513,0
EUW1_6883368045,5,-9,7,1,0,1,0,-2,-363,317,-23990,3403,-919,1
EUW1_6883007615,2,-2,-10,0,-1,-2,0,6,-372,274,-30901,-4600,-3315,0
EUW1_6882954907,3,8,8,-1,0,-1,0,7,-381,251,-24604,-1205,4347,1
EUW1_6882638680,7,61,6,0,0,3,0,5,-326,268,-27132,3603,-1792,1
EUW1_6882585770,0,-8,3,-2,1,-1,0,3,-375,248,-26239,-3136,-1385,0
EUW1_6882077668,0,8,0,-2,0,0,0,-4,-362,258,-26013,-1378,-4963,0
EUW1_6882003350,0,15,11,1,0,1,0,7,-327,280,-28749,5639,1003,1
EUW1_6881531470,1,-3,-6,-1,1,-2,0,6,-381,319,-28698,-4309,-293,1
EUW1_6881453186,-3,-5,3,2,0,0,0,4,-359,250,-29256,249,388,0
EUW1_6881277729,-2,-8,-7,-2,0,-1,0,12,-368,252,-30060,-3847,-5628,0
EUW1_6881223965,1,7,5,2,0,1,0,5,-396,293,-27339,641,2340,1
EUW1_6880530945,0,-8,11,0,0,2,0,-3,-333,304,-22932,3503,12598,1
EUW1_6880429581,-1,-12,-4,2,0,-1,0,3,-340,281,-28020,-3611,-4376,0
EUW1_6880327429,-1,-10,6,-1,0,0,0,12,-296,209,-28289,3018,-10963,1
EUW1_6880216498,3,-5,-7,0,-1,-1,0,7,-415,301,-28768,-7056,-1381,0
EUW1_6880004149,3,8,1,-2,0,0,0,5,-368,277,-27581,-3083,-1135,1
EUW1_6879962678,-2,-3,-15,-2,0,-1,0,12,-396,255,-31008,-8667,-17190,0
EUW1_6879884994,1,-24,2,0,0,0,0,9,-386,251,-25206,-5563,3483,0
EUW1_6882250226,2,-433,6,2,0,1,0,5,-313,226,-24059,-17,416,0
EUW1_6882233394,7,227,12,2,0,2,0,2,-311,277,-27481,5308,-3989,1
EUW1_6882216219,-3,-291,0,1,-1,-1,0,7,-342,205,-29056,-314,-8957,1
EUW1_6882041448,1,216,-1,2,0,-1,0,7,-394,279,-26742,-5362,2376,1
EUW1_6881979904,2,299,9,1,0,1,0,-2,-351,262,-25767,793,-8653,1
EUW1_6881905108,-4,247,-3,2,0,-3,0,13,-343,284,-27990,-3807,-5714,1
EUW1_6881832212,2,166,1,-1,0,-3,0,12,-387,244,-29674,-2936,-6020,1
EUW1_6881782467,1,173,7,0,0,0,0,1,-351,280,-24627,-57,886,1
EUW1_6881707718,5,284,1,2,0,-1,0,4,-349,261,-29654,-2176,-6023,1
EUW1_6881461686,-3,134,-6,-1,0,-3,0,7,-408,195,-31362,-7959,-4491,0
EUW1_6881427470,-2,0,13,1,0,1,0,1,-312,369,-22938,9778,10091,1
EUW1_6881372685,5,240,-6,-2,0,-1,0,5,-406,273,-29413,-5130,-6605,0
EUW1_6881251914,2,196,11,2,0,0,0,5,-330,272,-25267,1855,1721,1
EUW1_6881183366,-1,231,-1,-2,1,-2,0,13,-375,244,-29945,-677,-6479,0
EUW1_6881142909,0,-228,-3,-2,-1,-1,0,9,-354,211,-29278,-2449,-8981,0
EUW1_6881110704,6,216,7,1,1,1,0,-1,-314,304,-25394,4239,1866,1
EUW1_6881072795,-1,236,-4,-2,1,1,0,2,-354,298,-25649,-4319,-4148,0
EUW1_6881027918,4,-229,5,-2,0,2,0,1,-385,275,-25520,96,2870,1
EUW1_6879366724,3,392,5,0,1,-2,0,5,-296,239,-27447,4213,-14824,0
EUW1_6882200739,2,3,6,1,0,1,0,1,-320,284,-24251,2217,-1661,1
EUW1_6881747858,-1,-2,-2,0,0,-2,0,-7,-343,246,-27220,-1564,-307,1
EUW1_6879337200,0,31,3,1,0,4,0,-2,-290,292,-27004,2571,1759,1
EUW1_6877060901,0,9,4,0,0,-2,0,3,-364,246,-25605,-53,5985,1
EUW1_6877018230,1,3,13,2,1,2,0,-2,-300,303,-24468,6587,3894,1
EUW1_6876971960,0,-7,-2,0,0,1,0,5,-355,229,-28446,-2767,-4334,0
EUW1_6876938702,4,-31,12,0,0,0,0,5,-293,331,-25806,7574,-1507,1
EUW1_6875587112,2,-2,3,-2,0,1,0,1,-306,258,-27350,-155,-335,0
EUW1_6875541157,0,-11,14,1,0,1,0,0,-318,291,-23896,5154,4322,1
EUW1_6875508171,5,2,5,0,0,-1,0,2,-309,263,-26346,3216,3825,1
EUW1_6875002938,1,0,-8,0,1,-2,0,10,-369,274,-29463,-5340,-9513,0
EUW1_6874992720,3,-27,5,2,0,0,0,0,-320,348,-25592,4460,7100,1
EUW1_6874361327,3,6,2,0,0,-1,0,6,-380,249,-28448,-1169,-2236,0
EUW1_6874109314,4,3,12,2,1,2,0,-2,-353,287,-25309,2926,-406,1
EUW1_6874072096,1,11,-4,0,-1,-3,0,13,-411,253,-30947,-7312,-6285,0
EUW1_6874036095,-5,-10,10,2,1,3,0,0,-336,248,-24876,2604,3150,1
EUW1_6874006538,-1,-13,-3,-2,0,-2,0,11,-398,222,-31962,-2618,-10340,0
EUW1_6883748453,-1,0,-6,-1,0,-1,0,-4,-366,274,-29102,-5664,-6019,0
EUW1_6883736487,1,13,1,-1,0,2,0,-4,-353,283,-24865,-110,3155,1
EUW1_6882628166,-2,-2,9,1,0,4,0,2,-319,262,-24554,4788,945,1
EUW1_6882564620,-3,1,-9,-2,0,-1,0,15,-363,309,-31239,-5125,1465,0
EUW1_6882532507,2,7,3,2,1,1,0,3,-361,286,-27251,-1370,1057,1
EUW1_6882321727,0,11,-3,0,0,-2,0,11,-364,235,-28209,-3400,-5563,0
EUW1_6882301849,0,2,3,0,0,0,0,7,-319,274,-27871,1227,-1622,1
EUW1_6880997682,0,1,2,-1,-1,1,0,-7,-385,281,-24425,-2416,4368,1
EUW1_6880956220,-1,-8,1,0,1,-1,0,5,-382,295,-26661,-1936,-5771,0
EUW1_6880891364,-5,-10,-6,-2,0,-1,0,7,-348,252,-30232,-3721,-10429,0
EUW1_6880883575,2,-25,3,0,0,2,0,-5,-336,264,-26203,955,-9324,1
EUW1_6880860784,-6,161,-14,-1,-1,-6,0,16,-381,214,-34394,-9372,-7916,0
EUW1_6879327200,2,-35,5,0,1,1,0,5,-311,275,-24861,1769,4343,1
EUW1_6879293193,2,2,3,0,1,1,0,0,-324,288,-26883,4127,-2258,1
EUW1_6879285900,4,18,13,2,0,2,0,0,-285,284,-28132,7320,-8478,1
EUW1_6877924362,-2,-9,-5,-2,1,0,0,6,-338,261,-28990,-2622,-11646,1
EUW1_6877919936,-1,-4,10,0,0,2,0,4,-333,286,-26196,8023,3125,0
EUW1_6877906540,-3,-145,4,-2,1,2,0,-5,-322,237,-24619,2567,-891,1
